Character,Field,Value
Richard Hillman,Died,14th March 2003
Richard Hillman,Mother,Pamela Hillman
Richard Hillman,Spouse(s),Marion Hillman (1971)  Patricia Hillman (1997)  Gail Platt (2002)
Richard Hillman,First appearance,20th June 2001
Richard Hillman,Last appearance,14th March 2003  25th December 2024 (1) (Dream sequence)
Richard Hillman,Duration,2001-2003
Richard Hillman,Number of appearances,220
Richard Hillman,Played by,Brian Capron
Renee Roberts,Occupation,Shopkeeper
Renee Roberts,Born,3rd March 1943
Renee Roberts,Died,30th July 1980
Renee Roberts,Father,Harold Bradshaw
Renee Roberts,Mother,Daisy Hibbert
Renee Roberts,Sibling(s),Terry Bradshaw
Renee Roberts,Spouse(s),Alf Roberts (1978)
Renee Roberts,First appearance,10th May 1976
Renee Roberts,Last appearance,30th July 1980
Renee Roberts,Duration,1976-1980
Renee Roberts,Number of appearances,237
Renee Roberts,Played by,Madge Hindle
Jesse Chadwick,Occupation,Former children's entertainer  Electrician
Jesse Chadwick,Born,20th November 1969
Jesse Chadwick,Residence,France
Jesse Chadwick,Spouse(s),Shirley Chadwick  Jayne Chadwick  Gail Rodwell (2024)
Jesse Chadwick,First appearance,15th December 2008
Jesse Chadwick,Last appearance,25th December 2024 (2)
Jesse Chadwick,Duration,"2008, 2009-2010, 2024"
Jesse Chadwick,Number of appearances,90
Jesse Chadwick,Played by,John Thomson
Maria Connor,Occupation,Hairdresser  Councillor
Maria Connor,Born,5th May 1983
Maria Connor,Residence,5 Victoria Court
Maria Connor,Father,Eric Sutherland
Maria Connor,Mother,Dot Sutherland
Maria Connor,Sibling(s),Kirk Sutherland
Maria Connor,Spouse(s),Liam Connor (2008)  Pablo Duarte (2016)  Gary Windass (2020)
Maria Connor,Children,Paul Connor (2008)  Liam Connor (2009)
Maria Connor,First appearance,19th May 2000
Maria Connor,Duration,2000 to present
Maria Connor,Number of appearances,2144 (as of Episode 11557/8)
Maria Connor,Played by,Samia Longchambon
Debs Brownlow,Occupation,Hairdresser
Debs Brownlow,Sibling(s),Natalie Barnes
Debs Brownlow,First appearance,6th February 2000
Debs Brownlow,Last appearance,10th November 2000
Debs Brownlow,Duration,2000
Debs Brownlow,Number of appearances,75
Debs Brownlow,Played by,Gabrielle Glaister
Edna Miller,Occupation,Factory workerBarmaid
Edna Miller,Born,c.1952
Edna Miller,Died,19th September 2001
Edna Miller,Sibling(s),Iris Merry
Edna Miller,Spouse(s),Leslieplus 2 more husbands
Edna Miller,First appearance,24th June 1998
Edna Miller,Last appearance,19th September 2001
Edna Miller,Duration,"1998, 2000-2001"
Edna Miller,Number of appearances,50
Edna Miller,Played by,Joan Kempson
Rita Tanner,Occupation,Newsagent at The Kabin
Rita Tanner,Born,25th February 1932
Rita Tanner,Birthplace,Manchester
Rita Tanner,Residence,10a Coronation Street
Rita Tanner,Father,Harold Littlewood
Rita Tanner,Mother,Amy Littlewood
Rita Tanner,Spouse(s),Harry Bates (common-law)  Len Fairclough (1977)  Ted Sullivan (1992)  Dennis Tanner (2012)
Rita Tanner,First appearance,2nd December 1964
Rita Tanner,Duration,"1964, 1972 to present"
Rita Tanner,Number of appearances,3966 (as of Episode 11557/8)
Rita Tanner,Played by,Barbara Knox
Concepta Regan,Occupation,Barmaid
Concepta Regan,Born,15th January 1926
Concepta Regan,Birthplace,"Castleblayney, Ireland"
Concepta Regan,Residence,Ireland
Concepta Regan,Father,Sean Riley
Concepta Regan,Mother,Shelagh Riley
Concepta Regan,Spouse(s),Harry Hewitt (1961)  Sean Regan (1973)
Concepta Regan,Children,Christopher Hewitt (1962)
Concepta Regan,First appearance,23rd December 1960
Concepta Regan,Last appearance,31st December 1975
Concepta Regan,Duration,"1960-1964, 1967, 1972, 1975"
Concepta Regan,Number of appearances,317
Concepta Regan,Played by,Doreen Keogh
Florrie Lindley,Occupation,Shopkeeper
Florrie Lindley,Born,12th June 1922
Florrie Lindley,Residence,Canada
Florrie Lindley,Spouse(s),Norman Lindley
Florrie Lindley,First appearance,9th December 1960
Florrie Lindley,Last appearance,2nd June 1965
Florrie Lindley,Duration,1960-1965
Florrie Lindley,Number of appearances,310
Florrie Lindley,Played by,Betty Alberge
Leo Thompkins,Occupation,Civil engineer
Leo Thompkins,Died,26th September 2022
Leo Thompkins,Father,Teddy Thompkins
Leo Thompkins,First appearance,27th September 2021
Leo Thompkins,Last appearance,26th September 2022  2nd March 2023 (hallucination)
Leo Thompkins,Duration,2021-2022
Leo Thompkins,Number of appearances,67
Leo Thompkins,Played by,Joe Frost
Maya Sharma,Occupation,Solicitor
Maya Sharma,Father,Dinesh Sharma
Maya Sharma,Mother,Ann Marie Sharma
Maya Sharma,Spouse(s),"Walid Aziz (2004, bigamous)  Muhammad Shalik (2004, bigamous)  Jamal Kambula (2004, bigamous)  3 other husbands (bigamous)"
Maya Sharma,First appearance,19th September 2003
Maya Sharma,Last appearance,24th November 2004
Maya Sharma,Duration,2003-2004
Maya Sharma,Number of appearances,123
Maya Sharma,Played by,Sasha Behar
Marion Yeats,Occupation,Shop assistant
Marion Yeats,Born,18th December 1950
Marion Yeats,Residence,Bury
Marion Yeats,Mother,Winifred Willis
Marion Yeats,Spouse(s),Eddie Yeats (1983)
Marion Yeats,Children,Dawn Yeats (1984)
Marion Yeats,First appearance,15th February 1982
Marion Yeats,Last appearance,7th December 1983
Marion Yeats,Duration,1982-1983
Marion Yeats,Number of appearances,103
Marion Yeats,Played by,Veronica Doran
Tony Horrocks,Occupation,Mechanic
Tony Horrocks,Born,16th June 1975
Tony Horrocks,Died,6th February 1999
Tony Horrocks,Father,Nick Horrocks
Tony Horrocks,Mother,Natalie Barnes
Tony Horrocks,Sibling(s),Laura Barnes (half-sister)
Tony Horrocks,First appearance,22nd November 1995
Tony Horrocks,Last appearance,11th December 1998
Tony Horrocks,Duration,"1995-1997, 1998"
Tony Horrocks,Number of appearances,97
Tony Horrocks,Played by,Lee Warburton
Kit Green,Occupation,Detective Constable
Kit Green,Born,20th May 1993
Kit Green,Residence,9 Redbank Apartments
Kit Green,Mother,Bernie Winter
Kit Green,Sibling(s),Paul Foreman (half-brother)  Gemma Winter-Brown (half-sister)
Kit Green,First appearance,13th May 2024 (1)
Kit Green,Duration,2024 to present
Kit Green,Number of appearances,198 (as of Episode 11557/8)
Kit Green,Played by,Jacob Roberts
Eunice Gee,Occupation,Barmaid
Eunice Gee,Born,1937
Eunice Gee,Residence,Spain
Eunice Gee,Father,Sid Clarke
Eunice Gee,Sibling(s),Dolly Clarke
Eunice Gee,Spouse(s),Mr. Nuttall  Fred Gee (1981)
Eunice Gee,Children,Debbie Nuttall
Eunice Gee,First appearance,23rd March 1981
Eunice Gee,Last appearance,24th May 1999
Eunice Gee,Duration,"1981, 1982, 1999"
Eunice Gee,Number of appearances,72
Eunice Gee,Played by,Meg Johnson
Tricia Armstrong,Occupation,Cleaner
Tricia Armstrong,Born,22nd February 1960
Tricia Armstrong,Spouse(s),Carl Armstrong
Tricia Armstrong,Children,Jamie Armstrong (1984)Brad Armstrong (1997)
Tricia Armstrong,First appearance,7th March 1994
Tricia Armstrong,Last appearance,2nd May 1997
Tricia Armstrong,Duration,1994-1997
Tricia Armstrong,Number of appearances,193
Tricia Armstrong,Played by,Tracy Brabin
Doreen Fenwick,Occupation,Exotic dancer (retired)
Doreen Fenwick,Born,1939
Doreen Fenwick,Residence,32 Jubilee View
Doreen Fenwick,Spouse(s),Harold Thompson (1963)  Tommy Fenwick (1990)
Doreen Fenwick,First appearance,5th February 2007
Doreen Fenwick,Last appearance,2nd December 2007
Doreen Fenwick,Duration,2007
Doreen Fenwick,Number of appearances,51
Doreen Fenwick,Played by,Barbara Young
Poppy Morales,Occupation,Barmaid
Poppy Morales,First appearance,17th December 2008
Poppy Morales,Last appearance,8th June 2009
Poppy Morales,Duration,2008-2009
Poppy Morales,Number of appearances,60
Poppy Morales,Played by,Sophiya Haque
Vera Hopkins,Occupation,Shopkeeper
Vera Hopkins,Born,31st August 1926
Vera Hopkins,Spouse(s),Idris Hopkins
Vera Hopkins,Children,Tricia Hopkins (1957)
Vera Hopkins,First appearance,26th September 1973
Vera Hopkins,Last appearance,10th February 1975
Vera Hopkins,Duration,"1973, 1974-1975"
Vera Hopkins,Number of appearances,31
Vera Hopkins,Played by,Kathy Staff
Evelyn Plummer,Born,17th March 1946
Evelyn Plummer,Residence,9 Coronation Street
Evelyn Plummer,Sibling(s),Millie Pritchard
Evelyn Plummer,Spouse(s),Harold Plummer
Evelyn Plummer,Children,Cassandra Plummer
Evelyn Plummer,First appearance,12th September 2018
Evelyn Plummer,Duration,2018 to present
Evelyn Plummer,Number of appearances,526 (as of Episode 11557/8)
Evelyn Plummer,Played by,Maureen Lipman
Michael Rodwell,Occupation,"Ice cream man, businessman (formerly)"
Michael Rodwell,Born,13th September 1955
Michael Rodwell,Died,18th November 2016
Michael Rodwell,Father,Keith Rodwell
Michael Rodwell,Spouse(s),Susan Meldrum (divorced)  Gail McIntyre (2015)
Michael Rodwell,Children,Gavin Rodwell (1985)
Michael Rodwell,First appearance,24th March 2014
Michael Rodwell,Last appearance,21st November 2016
Michael Rodwell,Duration,2014-2016
Michael Rodwell,Number of appearances,249
Michael Rodwell,Played by,Les Dennis
Kylie Platt,Occupation,Nail technician
Kylie Platt,Born,22nd August 1987
Kylie Platt,Birthplace,Eccleston Estate
Kylie Platt,Died,15th July 2016
Kylie Platt,Father,Brian Turner
Kylie Platt,Sibling(s),Becky McDonald (half-sister)
Kylie Platt,Spouse(s),David Platt (2011)
Kylie Platt,Children,Max Turner (2006)Lily Platt (2013)
Kylie Platt,First appearance,26th August 2010
Kylie Platt,Last appearance,20th July 2016
Kylie Platt,Duration,2010-2016
Kylie Platt,Number of appearances,624
Kylie Platt,Played by,Paula Lane
Blanche Hunt,Occupation,Corset maker (retired)
Blanche Hunt,Born,22nd January 1936
Blanche Hunt,Birthplace,Weatherfield
Blanche Hunt,Died,3rd May 2010
Blanche Hunt,Mother,Iris Linfield
Blanche Hunt,Sibling(s),Beryl Linfield  Irene Linfield
Blanche Hunt,Spouse(s),Donald Hunt (1953)
Blanche Hunt,Children,Deirdre Hunt (1955)
Blanche Hunt,First appearance,19th August 1974
Blanche Hunt,Last appearance,11th December 2009
Blanche Hunt,Duration,"1974-1976, 1977, 1978, 1981, 1996, 1997, 1998-2009"
Blanche Hunt,Number of appearances,844
Blanche Hunt,Played by,Patricia Cutts (1974)  Maggie Jones (1974-2009)
Ed Bailey,Occupation,Builder
Ed Bailey,Born,20th September 1964
Ed Bailey,Residence,3 Coronation Street
Ed Bailey,Father,Sarge Bailey
Ed Bailey,Sibling(s),Ronnie Bailey
Ed Bailey,Spouse(s),Aggie Bailey (1990)
Ed Bailey,Children,Michael BaileyDiana Bailey (1995)James Bailey
Ed Bailey,First appearance,10th June 2019
Ed Bailey,Duration,2019 to present
Ed Bailey,Number of appearances,460 (as of Episode 11557/8)
Ed Bailey,Played by,Trevor Michael Georges
Aidan Connor,Born,9th April 1983
Aidan Connor,Died,7th May 2018
Aidan Connor,Father,Johnny Connor
Aidan Connor,Mother,Louisa Connor
Aidan Connor,Sibling(s),Carla Connor (half-sister)  Kate Connor
Aidan Connor,Children,Susie Price (2018)
Aidan Connor,First appearance,21st August 2015
Aidan Connor,Last appearance,7th May 2018 (on-screen)  15th August 2018 (footage)
Aidan Connor,Duration,2015-2018
Aidan Connor,Number of appearances,370
Aidan Connor,Played by,Shayne Ward
Kelly Thomson,Occupation,Childminder
Kelly Thomson,Born,c.1977
Kelly Thomson,Mother,Lorraine Thomson
Kelly Thomson,Sibling(s),Tina Thomson
Kelly Thomson,First appearance,9th February 1996
Kelly Thomson,Last appearance,20th December 1996
Kelly Thomson,Duration,1996
Kelly Thomson,Number of appearances,53
Kelly Thomson,Played by,Sarah Moffett
Pat Phelan,Occupation,Businessman  Builder
Pat Phelan,Born,30th October 1963
Pat Phelan,Birthplace,Liverpool
Pat Phelan,Died,28th May 2018
Pat Phelan,Spouse(s),Valerie Phelan  Eileen Grimshaw (2017)
Pat Phelan,Children,Nicola Rubinstein (1990)
Pat Phelan,First appearance,2nd October 2013
Pat Phelan,Last appearance,1st June 2018
Pat Phelan,Duration,"2013-2014, 2016-2018"
Pat Phelan,Number of appearances,359
Pat Phelan,Played by,Connor McIntyre
Luke Britton,Occupation,Mechanic
Luke Britton,Born,29th December 1990
Luke Britton,Died,5th January 2018
Luke Britton,Sibling(s),Steph Britton
Luke Britton,First appearance,3rd March 2014
Luke Britton,Last appearance,5th January 2018 (on-screen)10th January 2018 (mobile footage)
Luke Britton,Duration,2014-2018
Luke Britton,Number of appearances,293
Luke Britton,Played by,Dean Fagan
Diggory Compton,Occupation,Baker
Diggory Compton,Residence,Swettenham
Diggory Compton,Sibling(s),Pam Hobsworth
Diggory Compton,Children,Molly Dobbs (1984)
Diggory Compton,First appearance,2nd February 2005
Diggory Compton,Last appearance,17th July 2006
Diggory Compton,Duration,2005-2006
Diggory Compton,Number of appearances,50
Diggory Compton,Played by,Eric Potts
Mark Casey,Occupation,MechanicGarage owner
Mark Casey,Born,15th October 1969
Mark Casey,Father,Tom Casey
Mark Casey,Mother,Jean Casey
Mark Casey,First appearance,3rd April 1989
Mark Casey,Last appearance,11th November 1991
Mark Casey,Duration,1989-1991
Mark Casey,Number of appearances,106
Mark Casey,Played by,Stuart Wolfenden
Sonia Marshall,Occupation,Factory machinist
Sonia Marshall,Residence,Bognor Regis
Sonia Marshall,Sibling(s),Dean Marshall
Sonia Marshall,First appearance,16th June 2003
Sonia Marshall,Last appearance,20th March 2005
Sonia Marshall,Duration,2003-2005
Sonia Marshall,Number of appearances,126
Sonia Marshall,Played by,Tina Gambe
Jim McDonald,Born,14th November 1955
Jim McDonald,Birthplace,Northern Ireland
Jim McDonald,Father,Edward McDonald
Jim McDonald,Mother,Maisie McDonald
Jim McDonald,Sibling(s),Eileen McDonald
Jim McDonald,Spouse(s),"Liz Greenwood (1974, 2000)"
Jim McDonald,Children,Andy McDonald (1974)  Steve McDonald (1974)  Katie McDonald (1992)
Jim McDonald,First appearance,27th October 1989
Jim McDonald,Last appearance,12th October 2018
Jim McDonald,Duration,"1989-2000, 2003, 2004, 2005, 2007-2008, 2009, 2010, 2011, 2014, 2018"
Jim McDonald,Number of appearances,1168
Jim McDonald,Played by,Charles Lawson
Aled Winter-Brown,Born,30th October 2019
Aled Winter-Brown,Birthplace,"Llandudno, Wales"
Aled Winter-Brown,Residence,5 Coronation Street
Aled Winter-Brown,Father,Chesney Winter-Brown
Aled Winter-Brown,Mother,Gemma Winter-Brown
Aled Winter-Brown,Sibling(s),Joseph Brown (half-brother)  Bryn Winter-Brown  Carys Winter-Brown  Llio Winter-Brown
Aled Winter-Brown,First appearance,30th October 2019
Aled Winter-Brown,Duration,2019 to present
Aled Winter-Brown,Number of appearances,105 (as of Episode 11557/8)
Aled Winter-Brown,Played by,"Charlotte & James Holt (2019-2020)  Arthur, Lily & Lucy Taylor (2019-2020)  Harry & Harvey Thompson (2020)  Joseph Woods (2021 to present)"
Max Turner,Occupation,Trainee hairdresser
Max Turner,Born,5th September 2006
Max Turner,Father,Callum Logan
Max Turner,Mother,Kylie Platt
Max Turner,Sibling(s),Lily Platt (half-sister)Harry Platt (half-brother)
Max Turner,First appearance,29th August 2010
Max Turner,Last appearance,12th March 2025
Max Turner,Duration,2010-2025
Max Turner,Number of appearances,889
Max Turner,Played by,Harry McDermott (2010-2020)Paddy Bever (2021-2025)
Daisy Midgeley,Occupation,Barmaid at the Rovers Return Inn
Daisy Midgeley,Born,1996
Daisy Midgeley,Residence,Bali
Daisy Midgeley,Father,Gregory Midgeley
Daisy Midgeley,Mother,Christina Boyd
Daisy Midgeley,Sibling(s),Tom Midgeley (half-brother)another half-brother
Daisy Midgeley,First appearance,27th November 2020 (1)
Daisy Midgeley,Last appearance,2nd May 2025 (2)
Daisy Midgeley,Duration,2020-2025
Daisy Midgeley,Number of appearances,635 (as of Episode 11557/8)
Daisy Midgeley,Played by,Charlotte Jordan
Alison Webster,Occupation,Factory machinist
Alison Webster,Died,7th June 2000
Alison Webster,Father,Bob Wakefield
Alison Webster,Mother,Joan Wakefield
Alison Webster,Sibling(s),Cheryl Wakefield
Alison Webster,Spouse(s),Kevin Webster (2000)
Alison Webster,Children,Jake Webster (2000)
Alison Webster,First appearance,28th December 1998
Alison Webster,Last appearance,7th June 2000
Alison Webster,Duration,1998-2000
Alison Webster,Number of appearances,133
Alison Webster,Played by,Naomi Radcliffe
Darryl Morton,Occupation,Shop manager
Darryl Morton,Born,10th April 1989
Darryl Morton,Residence,Spain
Darryl Morton,Father,Jerry Morton
Darryl Morton,Mother,Teresa Bryant
Darryl Morton,Sibling(s),Jodie Morton  Mel Morton  Kayleigh Morton  Finlay Bryant (half-brother)
Darryl Morton,First appearance,18th March 2007
Darryl Morton,Last appearance,16th October 2009
Darryl Morton,Duration,2007-2009
Darryl Morton,Number of appearances,219
Darryl Morton,Played by,Jonathan Dixon
Vera Duckworth,Occupation,Waitress (retired)
Vera Duckworth,Born,3rd September 1937
Vera Duckworth,Birthplace,Manchester
Vera Duckworth,Died,18th January 2008
Vera Duckworth,Father,Joss Shackleton (unconfirmed)
Vera Duckworth,Mother,Amy Burton
Vera Duckworth,Spouse(s),Jack Duckworth (1957)
Vera Duckworth,Children,Terry Duckworth (1964)
Vera Duckworth,First appearance,19th August 1974
Vera Duckworth,Last appearance,18th January 2008 (real Vera)8th November 2010 (vision)
Vera Duckworth,Duration,"1974, 1976-2008"
Vera Duckworth,Number of appearances,2275
Vera Duckworth,Played by,Elizabeth Dawn
Doreen Lostock,Occupation,Shop assistant
Doreen Lostock,Born,1st February 1941
Doreen Lostock,Father,Jack Lostock
Doreen Lostock,Mother,Amy Lostock
Doreen Lostock,Sibling(s),A brother  A sister
Doreen Lostock,First appearance,18th January 1961
Doreen Lostock,Last appearance,2nd October 1963
Doreen Lostock,Duration,"1961, 1962-1963"
Doreen Lostock,Number of appearances,145
Doreen Lostock,Played by,Angela Crow
Joshua Peacock,Born,8th April 2002
Joshua Peacock,Birthplace,Weatherfield
Joshua Peacock,Residence,France
Joshua Peacock,Father,Matt Ramsden (biological father)Ashley Peacock (legal father)
Joshua Peacock,Mother,Maxine Peacock (biological mother)Claire Peacock (legal mother)
Joshua Peacock,Sibling(s),Freddie Peacock (Legal Brother)
Joshua Peacock,First appearance,8th April 2002
Joshua Peacock,Last appearance,14th January 2011
Joshua Peacock,Duration,2002-2011
Joshua Peacock,Number of appearances,328
Joshua Peacock,Played by,Brandon Jackson (2002-2004)  Benjamin Beresford (2003-2011)
Jerry Morton,Occupation,Shopkeeper
Jerry Morton,Born,12th November 1957
Jerry Morton,Residence,Spain
Jerry Morton,Father,Wilf Morton
Jerry Morton,Spouse(s),Teresa Bryant (1978)
Jerry Morton,Children,Jodie Morton (1978)  Darryl Morton (1989)  Mel Morton (1989)  Kayleigh Morton (1994)
Jerry Morton,First appearance,18th March 2007
Jerry Morton,Last appearance,29th September 2008
Jerry Morton,Duration,2007-2008
Jerry Morton,Number of appearances,168
Jerry Morton,Played by,Michael Starke
Terry Duckworth,Occupation,Businessman
Terry Duckworth,Born,4th June 1964
Terry Duckworth,Father,Jack Duckworth
Terry Duckworth,Mother,Vera Duckworth
Terry Duckworth,Spouse(s),Lisa Horton (1992)
Terry Duckworth,Children,Paul Clayton (1986)  Tommy Duckworth (1992)  Brad Armstrong (1997)
Terry Duckworth,First appearance,1st August 1983
Terry Duckworth,Last appearance,11th May 2012
Terry Duckworth,Duration,"1983-1987, 1988, 1992-1993, 1996, 1997, 1999, 2000, 2001-2002, 2008, 2012"
Terry Duckworth,Number of appearances,365
Terry Duckworth,Played by,Nigel Pivaro
John Stape,Occupation,Teacher
John Stape,Born,22nd November 1978
John Stape,Died,28th October 2011
John Stape,Spouse(s),Fiz Brown (2009)
John Stape,Children,Jade Rowan  Hope Stape (2010)
John Stape,First appearance,6th May 2007
John Stape,Last appearance,28th October 201116th January 2023 (voice)
John Stape,Duration,2007-2011
John Stape,Number of appearances,346
John Stape,Played by,Graeme Hawley
Linda Baldwin,Occupation,Machinist
Linda Baldwin,Born,23rd June 1975
Linda Baldwin,Residence,Dublin
Linda Baldwin,Father,Ray Sykes
Linda Baldwin,Mother,Evelyn Elliott
Linda Baldwin,Sibling(s),Jimmy Sykes  Ryan Sykes  Dean Sykes  1 other brother
Linda Baldwin,Spouse(s),Mike Baldwin (2000)
Linda Baldwin,First appearance,14th October 1998
Linda Baldwin,Last appearance,5th September 2001
Linda Baldwin,Duration,1998-2001
Linda Baldwin,Number of appearances,329
Linda Baldwin,Played by,Jacqueline Chadwick
Linda Cheveski,Occupation,Factory worker
Linda Cheveski,Born,8th January 1940
Linda Cheveski,Birthplace,"Rovers Return Inn,Weatherfield"
Linda Cheveski,Residence,"Toronto, Canada"
Linda Cheveski,Father,Arnold Tanner
Linda Cheveski,Mother,Elsie Tanner
Linda Cheveski,Sibling(s),Dennis Tanner
Linda Cheveski,Spouse(s),Ivan Cheveski (1958)
Linda Cheveski,Children,Paul Cheveski (1961)  Martin Cheveski (1964)
Linda Cheveski,First appearance,9th December 1960
Linda Cheveski,Last appearance,20th June 1984
Linda Cheveski,Duration,"1960-1961, 1962-1963, 1966, 1967, 1968, 1984"
Linda Cheveski,Number of appearances,107
Linda Cheveski,Played by,Anne Cunningham
Alf Roberts,Occupation,Shopkeeper
Alf Roberts,Born,7th October 1926
Alf Roberts,Died,1st January 1999
Alf Roberts,Father,Sidney Roberts
Alf Roberts,Mother,Eileen Roberts
Alf Roberts,Sibling(s),Malcolm Roberts
Alf Roberts,Spouse(s),Phyllis Plant (1950)  Renee Bradshaw (1978)  Audrey Potter (1985)
Alf Roberts,First appearance,8th February 1961
Alf Roberts,Last appearance,1st January 1999
Alf Roberts,Duration,"1961, 1962, 1963, 1967,  1971-1999"
Alf Roberts,Number of appearances,1780
Alf Roberts,Played by,Bryan Mosley
Abi Webster,Occupation,Mechanic at Webster's Autocentre
Abi Webster,Birthplace,Doncaster
Abi Webster,Residence,13 Coronation Street
Abi Webster,Spouse(s),Kevin Webster (2021)
Abi Webster,Children,Seb Franklin (2001)Charlie Franklin (2012)Lexi Franklin (2012)Alfie Franklin (2022)
Abi Webster,First appearance,2nd October 2017 (1)
Abi Webster,Duration,2017 to present
Abi Webster,Number of appearances,724 (as of Episode 11557/8)
Abi Webster,Played by,Sally Carman-Duttine
Jackie Dobbs,Born,24th August 1954
Jackie Dobbs,Died,23rd July 2018
Jackie Dobbs,Spouse(s),Darren Dobbs
Jackie Dobbs,First appearance,29th March 1998
Jackie Dobbs,Last appearance,18th March 2010 (full appearance)5th September 2018(obscured on video tape recording)
Jackie Dobbs,Duration,"1998-1999, 2008, 2009, 2010"
Jackie Dobbs,Number of appearances,65
Jackie Dobbs,Played by,Margi Clarke
Dickie Fleming,Occupation,Electrician
Dickie Fleming,Born,17th July 1949
Dickie Fleming,Father,Mr Fleming
Dickie Fleming,Spouse(s),Audrey Bright (1968)
Dickie Fleming,First appearance,5th June 1968
Dickie Fleming,Last appearance,6th May 1970
Dickie Fleming,Duration,1968-1970
Dickie Fleming,Number of appearances,117
Dickie Fleming,Played by,Nigel Humphreys
Tommy Duckworth,Occupation,Mechanic
Tommy Duckworth,Born,9th September 1992
Tommy Duckworth,Birthplace,"Weatherfield General, Weatherfield"
Tommy Duckworth,Residence,Canary Islands
Tommy Duckworth,Father,Terry Duckworth
Tommy Duckworth,Mother,Lisa Duckworth
Tommy Duckworth,Sibling(s),Paul Clayton (half-brother)  Brad Armstrong (half-brother)
Tommy Duckworth,First appearance,9th September 1992
Tommy Duckworth,Last appearance,13th October 2013
Tommy Duckworth,Duration,"1992-1993, 1994, 1995, 1996, 1997, 2000, 2011-2013"
Tommy Duckworth,Number of appearances,445
Tommy Duckworth,Played by,Darryl Edwards (1992-1997) Joseph Aston (2000) Chris Fountain (2011-2013)
Amber Kalirai,Occupation,Shop assistant
Amber Kalirai,Born,9th January 1991
Amber Kalirai,Residence,London
Amber Kalirai,Father,Dev Alahan
Amber Kalirai,Mother,Ravinder Kalirai
Amber Kalirai,Sibling(s),Shareen (half-sister)  Aadi Alahan (half-brother)  Asha Alahan (half-sister)  Two other half-siblings
Amber Kalirai,First appearance,9th November 2005
Amber Kalirai,Last appearance,23rd March 2012
Amber Kalirai,Duration,"2005-2009, 2011-2012"
Amber Kalirai,Number of appearances,250
Amber Kalirai,Played by,Nikki Patel
Jack Walker,Occupation,Pub landlord
Jack Walker,Born,26th April 1900
Jack Walker,Birthplace,Accrington
Jack Walker,Died,30th June 1970
Jack Walker,Father,Amos Walker
Jack Walker,Mother,Joan Walker
Jack Walker,Sibling(s),Arthur WalkerJim WalkerLouise WalkerFred WalkerGertie WalkerAlice WalkerErnest Walker
Jack Walker,Spouse(s),Anne Beaumont (1937)
Jack Walker,Children,Billy Walker (1938)Joan Walker (1940)
Jack Walker,First appearance,14th December 1960
Jack Walker,Last appearance,24th June 1970
Jack Walker,Duration,1960-1970
Jack Walker,Number of appearances,793
Jack Walker,Played by,Arthur Leslie
Finlay Bryant,Born,7th October 2000
Finlay Bryant,Residence,Spain
Finlay Bryant,Mother,Teresa Bryant
Finlay Bryant,Sibling(s),Jodie Morton (half-sister)Darryl Morton (half-brother)Mel Morton (half-sister)Kayleigh Morton (half-sister)
Finlay Bryant,First appearance,6th April 2007
Finlay Bryant,Last appearance,29th September 2008
Finlay Bryant,Duration,2007-2008
Finlay Bryant,Number of appearances,52
Finlay Bryant,Played by,Ramone Quinn
Jessie Jackson,Occupation,Factory worker
Jessie Jackson,Mother,May Jackson
Jessie Jackson,First appearance,28th February 2005
Jessie Jackson,Last appearance,27th January 2006
Jessie Jackson,Duration,2005-2006
Jessie Jackson,Number of appearances,63
Jessie Jackson,Played by,Nailah Cumberbatch
Tim Metcalfe,Occupation,Co-owner of Street Cars
Tim Metcalfe,Born,28th January 1972
Tim Metcalfe,Residence,4 Coronation Street
Tim Metcalfe,Father,Geoff Metcalfe
Tim Metcalfe,Mother,Elaine Jones
Tim Metcalfe,Spouse(s),"Charlotte Wood (2004)Sally Webster (2015; bigamous, 2020)"
Tim Metcalfe,Children,Faye Butler (2002)
Tim Metcalfe,First appearance,21st January 2013
Tim Metcalfe,Duration,2013 to present
Tim Metcalfe,Number of appearances,1276 (as of Episode 11557/8)
Tim Metcalfe,Played by,Joe Duttine
Violet Wilson,Occupation,Barmaid
Violet Wilson,Born,c.1980
Violet Wilson,Residence,"Clapham, London"
Violet Wilson,Sibling(s),Lauren Wilson  a brother
Violet Wilson,Children,Dylan Wilson (2008)
Violet Wilson,First appearance,8th October 2004
Violet Wilson,Last appearance,10th April 2024
Violet Wilson,Duration,"2004-2008, 2011, 2024"
Violet Wilson,Number of appearances,491
Violet Wilson,Played by,Jenny Platt
Chalkie Whitely,Occupation,Binman
Chalkie Whitely,Born,21st December 1924
Chalkie Whitely,Residence,"Sydney, Australia"
Chalkie Whitely,Spouse(s),Mary Whitely
Chalkie Whitely,Children,Bob Whitely
Chalkie Whitely,First appearance,15th February 1982
Chalkie Whitely,Last appearance,3rd August 1983
Chalkie Whitely,Duration,1982-1983
Chalkie Whitely,Number of appearances,60
Chalkie Whitely,Played by,Teddy Turner
Martin Platt,Occupation,Nurse
Martin Platt,Born,2nd June 1968
Martin Platt,Residence,New Zealand
Martin Platt,Father,Barry Platt
Martin Platt,Mother,Barbara Platt
Martin Platt,Sibling(s),a sister
Martin Platt,Spouse(s),Gail Tilsley (1991)
Martin Platt,Children,"David Tilsley (1990)  Nick Tilsley (adoptive, 1991)  Sarah Louise Tilsley (adoptive, 1991)  Charlotte Platt (2006)"
Martin Platt,First appearance,28th January 1985
